x_gvalue,y_gvalue,z_gvalue,time
0.044289937706159695,0.015263839137668401,0.00041820721061365252,0.00079586467659200797
0.24097055244153218,0.019995735647530148,0.0086825630025173656,0.0052541487626682776
0.4806541355891577,0.0088870988967617963,0.018600070756154451,0.010997884850917562
0.63430873464484949,0.014951529744158245,0.0060060647407146825,0.015154461076913057
0.79376117606709284,0.010530817809296798,0.00090715503029243022,0.02036810459439059
0.90344841007806387,0.0029277147052503547,0.0029886238575521241,0.025029898754065739
0.98535298366066049,0.012702622910982004,0.010243683400078474,0.030689926149154608
1.0057730804624059,0.014559598665291086,0.017575144580380026,0.035715504173217894
0.97988532874130208,0.019792258414241249,0.014742920960121269,0.040250768875205165
0.9046343491195955,0.015097643088394442,0.0049969400193286837,0.045139925655712919
0.77448617608751869,0.016925670186805394,0.013217029393182846,0.050867763702056312
0.6338214642883383,0.018243099579564433,0.0079208015888574783,0.055256117989788807
0.4372845775127937,0.012116007608013861,0.013743803792646156,0.060390519470086529
0.20445940079531399,0.010263947910872389,0.0053329457385417013,0.066022717801368994
0.010723779519681721,0.01699355675583546,0.014731025046775289,0.070392478671484238
-0.20530926205616781,0.00062520183367705819,0.0040919225322863543,0.075212345824336821
-0.42145034252212393,0.0082853254466601634,0.0085284850319889156,0.080349233197838793
-0.62356275495623836,0.0036884137892202505,0.0059148507117845299,0.085775398413206222
-0.76451415694686486,0.015980721172056317,0.010784477321038637,0.090251173904028828
-0.90598398892415544,0.011615479487534365,0.011509343380075174,0.095844138114714303
-0.96478072598459885,0.0097230926224919131,0.0081281358678740017,0.10023920063974223
-0.99873955477662379,0.015439873343167156,0.01058979219964707,0.10590735525701925
-0.9754143221415964,0.013350016704599626,0.014778490254787986,0.11029863006280097
-0.8930491268374332,0.017587964298588013,0.012358091728740101,0.11595793620814816
-0.78855875659189512,0.015718471146717816,0.019211917673421956,0.12045238364622966
-0.62125658404512341,0.010028518033561397,0.008073438561578777,0.12563333635294194
-0.42207210438392595,0.0095361503792745668,0.015216686460156576,0.13086564150401173
-0.23127838056472505,0.012459816715421367,0.011952873970109735,0.13549765271740463
0.0077367361134956002,0.016500759276222209,0.0046773061571827946,0.14096214314535088
0.21264930898209361,0.0063965351867013289,0.014159223128746744,0.14543722630770553
0.44193611280814332,0.00068151517040990098,0.018348271349919797,0.15102612408005633
0.60791269549247162,0.019352727976759732,0.0055788688825757823,0.15547699668476053
0.77589539664111162,0.0040440954039454823,0.010548159655089775,0.16074467235369924
0.89374298483433723,0.0047711847054467786,0.0036923648976591662,0.16544309159042739
0.98211722130954082,0.0055196681422122152,0.0079380528460990998,0.1710691750708429
1.002375394891841,0.011494775349785774,0.013973649992936512,0.17533824444678273
0.98191844015759489,0.013156550849724913,0.012059992994120821,0.18097082034310188
0.9212662302749931,0.0094339285641405896,0.0089912448547057894,0.18547236110752258
0.79332436901200354,0.0040966882327165763,0.015488740283538168,0.19079877309997692
0.6585445690539643,0.010555575344061048,0.011253331905049593,0.19533731800140569
